IGA	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=IGA&hdr_location=%5CIGADataPath%5C&SIAP_ACTIVE=1&collection_desc=The+IRAS+Galaxy+Atlas+%28IGA%29&
HST.APPP	http://archive.stsci.edu/siap/search.php?id=appp&
HEAO1A	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=heao1a&
RVO:NeutronStars	http://www.ioffe.rssi.ru/astro/NSG/obs/index.html?
CO	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
SDSSDR3-Color	http://casjobs.sdss.org/vo/DR3SIAP/SIAP.asmx/getSiapInfo?FORMAT=image/jpeg&BANDPASS=*&
SDSSDR3-R	http://casjobs.sdss.org/vo/DR3SIAP/SIAP.asmx/getSiapInfo?&FORMAT=image/fits&BANDPASS=r&
BATSIG	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
PMN	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
SUMSS	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=sumss&
FIRST	http://archive.nrao.edu/vo/SIA/query?archive=FIRST&
MAST Scrapbook	http://archive.stsci.edu/siap/search.php?representative=y&
DSS1R	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=dss1r&
PMN	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=pmn&
ST-ECF/HST/SIA	http://archives.esac.esa.int/hst/hst-vo/hst_sia?
HST.HELIX	http://archive.stsci.edu/siap/search.php?id=HELIX&
IRAS	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=iras&
hdap_siap	http://dc.zah.uni-heidelberg.de/lswscans/res/positions/siap/siap.xml?
UKIDSS DR4 SIAP	http://wfaudata.roe.ac.uk/ukidssdr4-siap/?
NOAO	http://archive.noao.edu/nvo/sim/voquery.php?
IRIS	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=iris&
2MASS QL	http://irsa.ipac.caltech.edu/cgi-bin/2MASS/IM/nph-im_sia?type=ql&ds=asky
GalexNear	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
CANDELS	http://archive.stsci.edu/siap/search.php?id=candels&
HRI	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
Wise	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=wise&
ST-ECF/HLA/SIA	http://archives.esac.esa.int/hst/hst-vo/hla_sia?
MELLINGER	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
FLS_MAIN_R	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=FLS_MAIN_R&hdr_location=%5CFLS_MAIN_RDataPath%5C&collection_desc=Spitzer+First+Look+Survey+%28FLS%29+--+NOAO+Extragalactic+--+R+%28FLS_MAIN_R%29&SIAP_ACTIVE=1&
INTEGRALSPI_gc	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
NVSS	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
SFD	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=sfd&
SDSS	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
lenses_web	http://dc.zah.uni-heidelberg.de/lensunion/q/im/siap.xml?
CARS_cutout	http://dc.zah.uni-heidelberg.de/cars/q/cutout/siap.xml?
EIGA	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=EIGA&hdr_location=%5CEIGADataPath%5C&SIAP_ACTIVE=1&collection_desc=The+Extended+IRAS+Galaxy+Atlas+%28EIGA%29&
SDSSDR4	http://casjobs.sdss.org/vo/DR4SIAP/SIAP.asmx/getSiapInfo?&FORMAT=image/fits&BANDPASS=ugriz&
HRI	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=hri&
MSX	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=MSX&hdr_location=%5CMSXDataPath%5C&SIAP_ACTIVE=1&collection_desc=The+Midcourse+Space+Experiment+%28MSX%29&
PSPC2	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=pspc2&
PSPC2exp	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
voparis	http://voparis-srv.obspm.fr/sia/sia_dfbs.php?
GALEX	http://galex.stsci.edu/gxWS/SIAP/gxSIAP.aspx?
RASS.75keV	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
WMAPILC5YR	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
nH	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=nh&
WENSS	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
Comptel	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
DSS2	http://chart.stsci.edu/gscvo/DSS2.jsp?
DSS	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=dss&
HAlpha	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=halpha&
FLS_VLA	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=FLS_VLA&hdr_location=%5CFLS_VLADataPath%5C&collection_desc=Spitzer+First+Look+Survey+--+Ancillary+VLA+Data+%28FLS_VLA%29&SIAP_ACTIVE=1&
vaticandata	http://saccheri.as.arizona.edu/images/VOimg
VLSS	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=vlss&
euve	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=euve&
SDSSDR1-Z	http://skyserver.sdss.org/vo/DR1SIAP/SIAP.aspx?bandpass=u&format=image/fits&
DSS ESO	http://archive.eso.org/bin/dss_sia/dss.sia?VERSION=1.0&
SHASSA	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=shassa&
NEAT	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=neat&
MITVLA	http://archive.nrao.edu/vo/SIA/query?archive=MITVLA&
SFDdust	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
FLS_ELAISN1_R	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=FLS_ELAISN1_R&hdr_location=%5CFLS_ELAISN1_RDataPath%5C&collection_desc=Spitzer+First+Look+Survey+%28FLS%29+--+NOAO+ELAIS+N1+--+R+%28FLS_ELAISN1_R%29&SIAP_ACTIVE=1&
WINGSOptIma	http://palantir10.oats.inaf.it:8080/ivoa/resources/siap/70?
PSPC6	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
SkyView	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?
HST.HDF_SOUTH	http://archive.stsci.edu/siap/search.php?id=HDF_SOUTH&
2MASS	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=2mass&
DSS1B	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=dss1b&
UKIDSS DR5 SIAP	http://wfaudata.roe.ac.uk/ukidssdr5-siap/?
CADC/HST	http://www.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/sia/HST/query?
HAlpha	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
SFD100m	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
RASS3	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
vopsat-srcj	http://voparis-srv.obspm.fr/sia/sia_mama.php?SURVEY=SRCJ&
PSPC2cnt	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=pspc2cnt&
HST.CLASH	http://archive.stsci.edu/siap/search.php?id=clash&
WMAP	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=wmap&
ADIL	http://adil.ncsa.uiuc.edu/cgi-bin/voimquery?survey=f&
